Period,Temporal replication,MPA,MPA Year,Site,Latitude,Longitude,Year,No. Transects,Area (m2),Susceptible species,Family/Subfamily,Group Species,Healthy,SCTLD,Dead
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,No,Acroporidae,Acropora cervicornis,0,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,No,Acroporidae,Acropora palmata,0,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,No,Acroporidae,Acropora cervicornis,0,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,No,Agariciidae,Agaricia (encrusting),11,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,No,Agariciidae,Agaricia (encrusting),0,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,No,Agariciidae,Agaricia (encrusting),0,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,No,Agariciidae,Agaricia (encrusting),0,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,No,Agariciidae,Agaricia (encrusting),0,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,No,Agariciidae,Agaricia (encrusting),0,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,No,Agariciidae,Agaricia tenuifolia,4,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,Yes,Faviinae,Colpophyllia natans,0,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,Yes,Meandrinidae ,Dendrogyra cylindrus,0,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,Yes,Meandrinidae ,Dichocoenia stokesi,1.5,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,Yes,Faviinae,Diploria labyrinthiformis,0.5,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,Yes,Meandrinidae ,Eusmilia fastigiata,0,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,No,Faviinae,Favia fragum,0,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,No,Agariciidae,Helioseris cucullata,0,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,Yes,Mussinae,Isophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,Yes,Mussinae,Isophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,Yes,Mussinae,Isophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,No,Pocilloporidae,Madracis spp.,0,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,No,Pocilloporidae,Madracis spp.,0.5,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,Yes,Meandrinidae ,Meandrina spp.,0,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,Yes,Meandrinidae ,Meandrina spp.,0.5,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,Yes,Meandrinidae ,Meandrina spp.,0,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,Yes,Montastraeidae ,Montastraea cavernosa,1.5,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,No,Mussinae,Mussa angulosa,0,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,Yes,Mussinae,Mycetophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,Yes,Mussinae,Mycetophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,Yes,Mussinae,Mycetophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,Yes,Mussinae,Mycetophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,Yes,Mussinae,Mycetophyllia spp.,0.5,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,Yes,Merulinidae,Orbicella annularis,0,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,Yes,Merulinidae,Orbicella faveolata,3,0.5,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,Yes,Merulinidae,Orbicella franksi,0,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,No,Poritidae,Porites astreoides,10.5,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,No,Poritidae,Branching Porites,0,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,No,Poritidae,Branching Porites,0,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,No,Poritidae,Branching Porites,2.5,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,No,Poritidae,Branching Porites,0,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,Yes,Faviinae,Pseudodiploria clivosa,0,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,Yes,Faviinae,Pseudodiploria strigosa,1,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,No,Mussinae,Scolymia spp.,0,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,No,Mussinae,Scolymia spp.,0,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,No,Siderastreidae,Siderastrea radians,2,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,Yes,Siderastreidae,Siderastrea siderea,8.5,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,No,Scleractinia incertae sedis,Solenastrea bournoni,0,0,0
Pre,Yes,RBCM,2016,Akumal Langosta,20.38499,-87.31341,2016,2,20,No,Astrocoeniidae ,Stephanocoenia intersepta,1.5,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,No,Acroporidae,Acropora cervicornis,0,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,No,Acroporidae,Acropora palmata,0,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,No,Acroporidae,Acropora cervicornis,0,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,No,Agariciidae,Agaricia (encrusting),16.42857143,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,No,Agariciidae,Agaricia (encrusting),0,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,No,Agariciidae,Agaricia (encrusting),0,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,No,Agariciidae,Agaricia (encrusting),0,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,No,Agariciidae,Agaricia (encrusting),0,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,No,Agariciidae,Agaricia (encrusting),0,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,No,Agariciidae,Agaricia tenuifolia,0.714285714,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,Yes,Faviinae,Colpophyllia natans,0,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,Yes,Meandrinidae ,Dendrogyra cylindrus,0,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,Yes,Meandrinidae ,Dichocoenia stokesi,2.142857143,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,Yes,Faviinae,Diploria labyrinthiformis,0.357142857,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,Yes,Meandrinidae ,Eusmilia fastigiata,0,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,No,Faviinae,Favia fragum,0,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,No,Agariciidae,Helioseris cucullata,0.357142857,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,Yes,Mussinae,Isophyllia spp.,0,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,Yes,Mussinae,Isophyllia spp.,0,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,Yes,Mussinae,Isophyllia spp.,0,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,No,Pocilloporidae,Madracis spp.,0,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,No,Pocilloporidae,Madracis spp.,0,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,Yes,Meandrinidae ,Meandrina spp.,0,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,Yes,Meandrinidae ,Meandrina spp.,0.714285714,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,Yes,Meandrinidae ,Meandrina spp.,0,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,Yes,Montastraeidae ,Montastraea cavernosa,3.571428571,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,No,Mussinae,Mussa angulosa,0,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,Yes,Mussinae,Mycetophyllia spp.,0,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,Yes,Mussinae,Mycetophyllia spp.,0,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,Yes,Mussinae,Mycetophyllia spp.,0,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,Yes,Mussinae,Mycetophyllia spp.,0,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,Yes,Mussinae,Mycetophyllia spp.,0,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,Yes,Merulinidae,Orbicella annularis,0,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,Yes,Merulinidae,Orbicella faveolata,2.5,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,Yes,Merulinidae,Orbicella franksi,0,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,No,Poritidae,Porites astreoides,5,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,No,Poritidae,Branching Porites,0,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,No,Poritidae,Branching Porites,0,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,No,Poritidae,Branching Porites,0,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,No,Poritidae,Branching Porites,0,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,Yes,Faviinae,Pseudodiploria clivosa,0,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,Yes,Faviinae,Pseudodiploria strigosa,1.071428571,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,No,Mussinae,Scolymia spp.,0,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,No,Mussinae,Scolymia spp.,0,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,No,Siderastreidae,Siderastrea radians,0.357142857,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,Yes,Siderastreidae,Siderastrea siderea,7.142857143,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,No,Scleractinia incertae sedis,Solenastrea bournoni,0,0,0
Pre,Yes,PNAX,2000,Bacalar Chico,18.1967,-87.8284,2016,2,28,No,Astrocoeniidae ,Stephanocoenia intersepta,0.714285714,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,No,Acroporidae,Acropora cervicornis,0.333333333,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,No,Acroporidae,Acropora palmata,0,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,No,Acroporidae,Acropora cervicornis,0,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,No,Agariciidae,Agaricia (encrusting),14.66666667,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,No,Agariciidae,Agaricia (encrusting),0,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,No,Agariciidae,Agaricia (encrusting),0,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,No,Agariciidae,Agaricia (encrusting),0,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,No,Agariciidae,Agaricia (encrusting),0.333333333,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,No,Agariciidae,Agaricia (encrusting),0.333333333,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,No,Agariciidae,Agaricia tenuifolia,0,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,Yes,Faviinae,Colpophyllia natans,0,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,Yes,Meandrinidae ,Dendrogyra cylindrus,0,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,Yes,Meandrinidae ,Dichocoenia stokesi,2,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,Yes,Faviinae,Diploria labyrinthiformis,0,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,Yes,Meandrinidae ,Eusmilia fastigiata,0,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,No,Faviinae,Favia fragum,0,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,No,Agariciidae,Helioseris cucullata,1.333333333,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,Yes,Mussinae,Isophyllia spp.,0,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,Yes,Mussinae,Isophyllia spp.,0,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,Yes,Mussinae,Isophyllia spp.,0,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,No,Pocilloporidae,Madracis spp.,0,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,No,Pocilloporidae,Madracis spp.,0,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,Yes,Meandrinidae ,Meandrina spp.,0,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,Yes,Meandrinidae ,Meandrina spp.,0,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,Yes,Meandrinidae ,Meandrina spp.,0,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,Yes,Montastraeidae ,Montastraea cavernosa,2.333333333,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,No,Mussinae,Mussa angulosa,0,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,Yes,Mussinae,Mycetophyllia spp.,0,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,Yes,Mussinae,Mycetophyllia spp.,0,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,Yes,Mussinae,Mycetophyllia spp.,0.333333333,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,Yes,Mussinae,Mycetophyllia spp.,0,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,Yes,Mussinae,Mycetophyllia spp.,0,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,Yes,Merulinidae,Orbicella annularis,0,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,Yes,Merulinidae,Orbicella faveolata,1.333333333,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,Yes,Merulinidae,Orbicella franksi,0.333333333,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,No,Poritidae,Porites astreoides,2.666666667,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,No,Poritidae,Branching Porites,0,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,No,Poritidae,Branching Porites,0,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,No,Poritidae,Branching Porites,0,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,No,Poritidae,Branching Porites,0,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,Yes,Faviinae,Pseudodiploria clivosa,0,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,Yes,Faviinae,Pseudodiploria strigosa,1,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,No,Mussinae,Scolymia spp.,0,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,No,Mussinae,Scolymia spp.,0,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,No,Siderastreidae,Siderastrea radians,0.666666667,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,Yes,Siderastreidae,Siderastrea siderea,1.666666667,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,No,Scleractinia incertae sedis,Solenastrea bournoni,0,0,0
Pre,Yes,PNAPM,1998,Bonanza Profundo,20.9575,-86.80848889,2016,2,30,No,Astrocoeniidae ,Stephanocoenia intersepta,0,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,No,Acroporidae,Acropora cervicornis,0,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,No,Acroporidae,Acropora palmata,0.5,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,No,Acroporidae,Acropora cervicornis,0,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,No,Agariciidae,Agaricia (encrusting),7,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,No,Agariciidae,Agaricia (encrusting),0,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,No,Agariciidae,Agaricia (encrusting),0,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,No,Agariciidae,Agaricia (encrusting),0,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,No,Agariciidae,Agaricia (encrusting),0,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,No,Agariciidae,Agaricia (encrusting),0,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,No,Agariciidae,Agaricia tenuifolia,0.5,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,Yes,Faviinae,Colpophyllia natans,0.5,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,Yes,Meandrinidae ,Dendrogyra cylindrus,0,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,Yes,Meandrinidae ,Dichocoenia stokesi,0.5,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,Yes,Faviinae,Diploria labyrinthiformis,0,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,Yes,Meandrinidae ,Eusmilia fastigiata,0,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,No,Faviinae,Favia fragum,0,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,No,Agariciidae,Helioseris cucullata,0.5,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,Yes,Mussinae,Isophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,Yes,Mussinae,Isophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,Yes,Mussinae,Isophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,No,Pocilloporidae,Madracis spp.,0,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,No,Pocilloporidae,Madracis spp.,0,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,Yes,Meandrinidae ,Meandrina spp.,0,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,Yes,Meandrinidae ,Meandrina spp.,0.5,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,Yes,Meandrinidae ,Meandrina spp.,0,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,Yes,Montastraeidae ,Montastraea cavernosa,5.5,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,No,Mussinae,Mussa angulosa,0,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,Yes,Mussinae,Mycetophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,Yes,Mussinae,Mycetophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,Yes,Mussinae,Mycetophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,Yes,Mussinae,Mycetophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,Yes,Mussinae,Mycetophyllia spp.,0.5,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,Yes,Merulinidae,Orbicella annularis,4.5,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,Yes,Merulinidae,Orbicella faveolata,4,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,Yes,Merulinidae,Orbicella franksi,0,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,No,Poritidae,Porites astreoides,4,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,No,Poritidae,Branching Porites,0.5,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,No,Poritidae,Branching Porites,0,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,No,Poritidae,Branching Porites,1.5,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,No,Poritidae,Branching Porites,0,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,Yes,Faviinae,Pseudodiploria clivosa,0,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,Yes,Faviinae,Pseudodiploria strigosa,3.5,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,No,Mussinae,Scolymia spp.,0,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,No,Mussinae,Scolymia spp.,0,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,No,Siderastreidae,Siderastrea radians,1,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,Yes,Siderastreidae,Siderastrea siderea,9,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,No,Scleractinia incertae sedis,Solenastrea bournoni,0,0,0
Pre,Yes,RBCM,2016,Casa Cenote,20.25576,-87.38829,2016,2,20,No,Astrocoeniidae ,Stephanocoenia intersepta,2,0,0
Pre,Yes,PNAC,1996,Chankanaab,20.4405,-87.00233,2016/2017,7,35.65,No,Acroporidae,Acropora cervicornis,0,0,0
Pre,Yes,PNAC,1996,Chankanaab,20.4405,-87.00233,2016/2017,7,35.65,No,Acroporidae,Acropora palmata,0,0,0
Pre,Yes,PNAC,1996,Chankanaab,20.4405,-87.00233,2016/2017,7,35.65,No,Acroporidae,Acropora cervicornis,0,0,0
Pre,Yes,PNAC,1996,Chankanaab,20.4405,-87.00233,2016/2017,7,35.65,No,Agariciidae,Agaricia (encrusting),31.41654979,0,0
Pre,Yes,PNAC,1996,Chankanaab,20.4405,-87.00233,2016/2017,7,35.65,No,Agariciidae,Agaricia (encrusting),0,0,0
