Period,Temporal replication,MPA,MPA Year,Site,Latitude,Longitude,Year,No. Transects,Area (m2),Susceptible species,Family/Subfamily,Group Species,Healthy,SCTLD,Dead
Pre,Yes,RBCM,2016,Mahahual,18.71073,-87.70287,2016,2,29,Yes,Mussinae,Mycetophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,Mahahual,18.71073,-87.70287,2016,2,29,Yes,Mussinae,Mycetophyllia spp.,0.344827586,0,0
Pre,Yes,RBCM,2016,Mahahual,18.71073,-87.70287,2016,2,29,Yes,Mussinae,Mycetophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,Mahahual,18.71073,-87.70287,2016,2,29,Yes,Mussinae,Mycetophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,Mahahual,18.71073,-87.70287,2016,2,29,Yes,Merulinidae,Orbicella annularis,0,0,0
Pre,Yes,RBCM,2016,Mahahual,18.71073,-87.70287,2016,2,29,Yes,Merulinidae,Orbicella faveolata,6.551724138,0,0
Pre,Yes,RBCM,2016,Mahahual,18.71073,-87.70287,2016,2,29,Yes,Merulinidae,Orbicella franksi,2.068965517,0,0
Pre,Yes,RBCM,2016,Mahahual,18.71073,-87.70287,2016,2,29,No,Poritidae,Porites astreoides,5.172413793,0,0
Pre,Yes,RBCM,2016,Mahahual,18.71073,-87.70287,2016,2,29,No,Poritidae,Branching Porites,0.344827586,0,0
Pre,Yes,RBCM,2016,Mahahual,18.71073,-87.70287,2016,2,29,No,Poritidae,Branching Porites,0,0,0
Pre,Yes,RBCM,2016,Mahahual,18.71073,-87.70287,2016,2,29,No,Poritidae,Branching Porites,0.344827586,0,0
Pre,Yes,RBCM,2016,Mahahual,18.71073,-87.70287,2016,2,29,No,Poritidae,Branching Porites,0,0,0
Pre,Yes,RBCM,2016,Mahahual,18.71073,-87.70287,2016,2,29,Yes,Faviinae,Pseudodiploria clivosa,0,0,0
Pre,Yes,RBCM,2016,Mahahual,18.71073,-87.70287,2016,2,29,Yes,Faviinae,Pseudodiploria strigosa,0.689655172,0,0
Pre,Yes,RBCM,2016,Mahahual,18.71073,-87.70287,2016,2,29,No,Mussinae,Scolymia spp.,0,0,0
Pre,Yes,RBCM,2016,Mahahual,18.71073,-87.70287,2016,2,29,No,Mussinae,Scolymia spp.,0,0,0
Pre,Yes,RBCM,2016,Mahahual,18.71073,-87.70287,2016,2,29,No,Siderastreidae,Siderastrea radians,0,0,0
Pre,Yes,RBCM,2016,Mahahual,18.71073,-87.70287,2016,2,29,Yes,Siderastreidae,Siderastrea siderea,1.034482759,0,0
Pre,Yes,RBCM,2016,Mahahual,18.71073,-87.70287,2016,2,29,No,Scleractinia incertae sedis,Solenastrea bournoni,0,0,0
Pre,Yes,RBCM,2016,Mahahual,18.71073,-87.70287,2016,2,29,No,Astrocoeniidae ,Stephanocoenia intersepta,0.344827586,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,No,Acroporidae,Acropora cervicornis,0,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,No,Acroporidae,Acropora palmata,0,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,No,Acroporidae,Acropora cervicornis,0,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,No,Agariciidae,Agaricia (encrusting),13.33333333,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,No,Agariciidae,Agaricia (encrusting),0,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,No,Agariciidae,Agaricia (encrusting),0,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,No,Agariciidae,Agaricia (encrusting),0,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,No,Agariciidae,Agaricia (encrusting),0,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,No,Agariciidae,Agaricia (encrusting),0,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,No,Agariciidae,Agaricia tenuifolia,2.333333333,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,Yes,Faviinae,Colpophyllia natans,0,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,Yes,Meandrinidae ,Dendrogyra cylindrus,0,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,Yes,Meandrinidae ,Dichocoenia stokesi,0.666666667,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,Yes,Faviinae,Diploria labyrinthiformis,0,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,Yes,Meandrinidae ,Eusmilia fastigiata,0,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,No,Faviinae,Favia fragum,0,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,No,Agariciidae,Helioseris cucullata,0,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,Yes,Mussinae,Isophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,Yes,Mussinae,Isophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,Yes,Mussinae,Isophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,No,Pocilloporidae,Madracis spp.,0,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,No,Pocilloporidae,Madracis spp.,0,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,Yes,Meandrinidae ,Meandrina spp.,0,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,Yes,Meandrinidae ,Meandrina spp.,0,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,Yes,Meandrinidae ,Meandrina spp.,0,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,Yes,Montastraeidae ,Montastraea cavernosa,0.666666667,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,No,Mussinae,Mussa angulosa,0,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,Yes,Mussinae,Mycetophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,Yes,Mussinae,Mycetophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,Yes,Mussinae,Mycetophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,Yes,Mussinae,Mycetophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,Yes,Mussinae,Mycetophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,Yes,Merulinidae,Orbicella annularis,1,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,Yes,Merulinidae,Orbicella faveolata,0.333333333,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,Yes,Merulinidae,Orbicella franksi,0,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,No,Poritidae,Porites astreoides,2,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,No,Poritidae,Branching Porites,0.333333333,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,No,Poritidae,Branching Porites,0.666666667,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,No,Poritidae,Branching Porites,0.333333333,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,No,Poritidae,Branching Porites,0,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,Yes,Faviinae,Pseudodiploria clivosa,0.333333333,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,Yes,Faviinae,Pseudodiploria strigosa,3.333333333,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,No,Mussinae,Scolymia spp.,0,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,No,Mussinae,Scolymia spp.,0,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,No,Siderastreidae,Siderastrea radians,0.666666667,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,Yes,Siderastreidae,Siderastrea siderea,9.333333333,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,No,Scleractinia incertae sedis,Solenastrea bournoni,0,0,0
Pre,Yes,RBCM,2016,Mahahual Centro,18.71694,-87.7025,2016,2,30,No,Astrocoeniidae ,Stephanocoenia intersepta,0.666666667,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,No,Acroporidae,Acropora cervicornis,0.555555556,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,No,Acroporidae,Acropora palmata,0,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,No,Acroporidae,Acropora cervicornis,0,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,No,Agariciidae,Agaricia (encrusting),5,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,No,Agariciidae,Agaricia (encrusting),0,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,No,Agariciidae,Agaricia (encrusting),0,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,No,Agariciidae,Agaricia (encrusting),0,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,No,Agariciidae,Agaricia (encrusting),0,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,No,Agariciidae,Agaricia (encrusting),0.555555556,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,No,Agariciidae,Agaricia tenuifolia,0,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,Yes,Faviinae,Colpophyllia natans,1.666666667,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,Yes,Meandrinidae ,Dendrogyra cylindrus,0,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,Yes,Meandrinidae ,Dichocoenia stokesi,0.555555556,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,Yes,Faviinae,Diploria labyrinthiformis,0,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,Yes,Meandrinidae ,Eusmilia fastigiata,0,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,No,Faviinae,Favia fragum,0,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,No,Agariciidae,Helioseris cucullata,0,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,Yes,Mussinae,Isophyllia spp.,0,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,Yes,Mussinae,Isophyllia spp.,0,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,Yes,Mussinae,Isophyllia spp.,0,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,No,Pocilloporidae,Madracis spp.,0,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,No,Pocilloporidae,Madracis spp.,0,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,Yes,Meandrinidae ,Meandrina spp.,0,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,Yes,Meandrinidae ,Meandrina spp.,0,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,Yes,Meandrinidae ,Meandrina spp.,0.555555556,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,Yes,Montastraeidae ,Montastraea cavernosa,2.777777778,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,No,Mussinae,Mussa angulosa,0,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,Yes,Mussinae,Mycetophyllia spp.,0,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,Yes,Mussinae,Mycetophyllia spp.,0,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,Yes,Mussinae,Mycetophyllia spp.,0,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,Yes,Mussinae,Mycetophyllia spp.,0,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,Yes,Mussinae,Mycetophyllia spp.,0,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,Yes,Merulinidae,Orbicella annularis,2.222222222,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,Yes,Merulinidae,Orbicella faveolata,6.111111111,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,Yes,Merulinidae,Orbicella franksi,0,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,No,Poritidae,Porites astreoides,4.444444444,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,No,Poritidae,Branching Porites,0,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,No,Poritidae,Branching Porites,0,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,No,Poritidae,Branching Porites,0.555555556,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,No,Poritidae,Branching Porites,0,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,Yes,Faviinae,Pseudodiploria clivosa,0,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,Yes,Faviinae,Pseudodiploria strigosa,1.111111111,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,No,Mussinae,Scolymia spp.,0,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,No,Mussinae,Scolymia spp.,0,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,No,Siderastreidae,Siderastrea radians,0,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,Yes,Siderastreidae,Siderastrea siderea,1.666666667,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,No,Scleractinia incertae sedis,Solenastrea bournoni,0,0,0
Pre,Yes,PNAPM,1998,Manchones Norte,20.97855,-86.80063056,2016,2,18,No,Astrocoeniidae ,Stephanocoenia intersepta,0,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,No,Acroporidae,Acropora cervicornis,0,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,No,Acroporidae,Acropora palmata,0,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,No,Acroporidae,Acropora cervicornis,0,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,No,Agariciidae,Agaricia (encrusting),21.42857143,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,No,Agariciidae,Agaricia (encrusting),0,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,No,Agariciidae,Agaricia (encrusting),0,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,No,Agariciidae,Agaricia (encrusting),0,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,No,Agariciidae,Agaricia (encrusting),1.428571429,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,No,Agariciidae,Agaricia (encrusting),0,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,No,Agariciidae,Agaricia tenuifolia,0,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,Yes,Faviinae,Colpophyllia natans,0,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,Yes,Meandrinidae ,Dendrogyra cylindrus,0,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,Yes,Meandrinidae ,Dichocoenia stokesi,0,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,Yes,Faviinae,Diploria labyrinthiformis,0,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,Yes,Meandrinidae ,Eusmilia fastigiata,0,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,No,Faviinae,Favia fragum,0,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,No,Agariciidae,Helioseris cucullata,1.428571429,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,Yes,Mussinae,Isophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,Yes,Mussinae,Isophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,Yes,Mussinae,Isophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,No,Pocilloporidae,Madracis spp.,0,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,No,Pocilloporidae,Madracis spp.,0,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,Yes,Meandrinidae ,Meandrina spp.,0,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,Yes,Meandrinidae ,Meandrina spp.,0,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,Yes,Meandrinidae ,Meandrina spp.,0,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,Yes,Montastraeidae ,Montastraea cavernosa,0,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,No,Mussinae,Mussa angulosa,0,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,Yes,Mussinae,Mycetophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,Yes,Mussinae,Mycetophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,Yes,Mussinae,Mycetophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,Yes,Mussinae,Mycetophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,Yes,Mussinae,Mycetophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,Yes,Merulinidae,Orbicella annularis,0,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,Yes,Merulinidae,Orbicella faveolata,5.714285714,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,Yes,Merulinidae,Orbicella franksi,4.285714286,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,No,Poritidae,Porites astreoides,14.28571429,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,No,Poritidae,Branching Porites,0,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,No,Poritidae,Branching Porites,1.428571429,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,No,Poritidae,Branching Porites,1.428571429,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,No,Poritidae,Branching Porites,0,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,Yes,Faviinae,Pseudodiploria clivosa,0,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,Yes,Faviinae,Pseudodiploria strigosa,0,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,No,Mussinae,Scolymia spp.,0,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,No,Mussinae,Scolymia spp.,0,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,No,Siderastreidae,Siderastrea radians,0,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,Yes,Siderastreidae,Siderastrea siderea,2.857142857,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,No,Scleractinia incertae sedis,Solenastrea bournoni,0,0,0
Pre,Yes,RBCM,2016,MS,18.7034,-87.70522,2016,1,7,No,Astrocoeniidae ,Stephanocoenia intersepta,0,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,No,Acroporidae,Acropora cervicornis,0,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,No,Acroporidae,Acropora palmata,0,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,No,Acroporidae,Acropora cervicornis,0,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,No,Agariciidae,Agaricia (encrusting),16.31578947,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,No,Agariciidae,Agaricia (encrusting),0,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,No,Agariciidae,Agaricia (encrusting),0,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,No,Agariciidae,Agaricia (encrusting),0,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,No,Agariciidae,Agaricia (encrusting),0,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,No,Agariciidae,Agaricia (encrusting),0,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,No,Agariciidae,Agaricia tenuifolia,0.526315789,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,Yes,Faviinae,Colpophyllia natans,0,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,Yes,Meandrinidae ,Dendrogyra cylindrus,0,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,Yes,Meandrinidae ,Dichocoenia stokesi,0,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,Yes,Faviinae,Diploria labyrinthiformis,0,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,Yes,Meandrinidae ,Eusmilia fastigiata,0,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,No,Faviinae,Favia fragum,0,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,No,Agariciidae,Helioseris cucullata,0.526315789,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,Yes,Mussinae,Isophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,Yes,Mussinae,Isophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,Yes,Mussinae,Isophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,No,Pocilloporidae,Madracis spp.,0,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,No,Pocilloporidae,Madracis spp.,1.052631579,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,Yes,Meandrinidae ,Meandrina spp.,0,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,Yes,Meandrinidae ,Meandrina spp.,1.052631579,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,Yes,Meandrinidae ,Meandrina spp.,0,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,Yes,Montastraeidae ,Montastraea cavernosa,2.105263158,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,No,Mussinae,Mussa angulosa,0,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,Yes,Mussinae,Mycetophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,Yes,Mussinae,Mycetophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,Yes,Mussinae,Mycetophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,Yes,Mussinae,Mycetophyllia spp.,0,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,Yes,Mussinae,Mycetophyllia spp.,0.526315789,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,Yes,Merulinidae,Orbicella annularis,1.052631579,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,Yes,Merulinidae,Orbicella faveolata,3.157894737,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,Yes,Merulinidae,Orbicella franksi,11.05263158,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,No,Poritidae,Porites astreoides,4.736842105,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,No,Poritidae,Branching Porites,0,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,No,Poritidae,Branching Porites,2.631578947,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,No,Poritidae,Branching Porites,1.052631579,0,0
Pre,Yes,RBCM,2016,MX1014,20.50098,-87.21507,2017,3,19,No,Poritidae,Branching Porites,0,0,0
